{'checkpoint': 'check_default', 'dataset': 'mazes_medium', 'depth': 128, 'epochs': 50, 'lr': 0.002, 'lr_factor': 0.25, 'lr_schedule': [40], 'mode': 'default', 'model': 'dalernn', 'model_path': None, 'no_save_log': False, 'optimizer': 'SGD', 'output': 'output_default', 'problem': 'segment', 'save_json': True, 'save_period': 50, 'test_batch_size': 50, 'test_dataset': None, 'test_iterations': None, 'train_batch_size': 50, 'train_log': 'train_log.txt', 'val_period': 1, 'width': 1, 'stats_file_name': 'dalernn_m_128', 'checkpoint_dir': PosixPath('/home/AD/yutang/DeepThinking-main/output_stats/dalernn_m_128_vuyvvl'), 'global_stats_file': <_io.TextIOWrapper name='/home/AD/yutang/DeepThinking-main/output_stats/dalernn_m_128_vuyvvl/stats.txt' mode='a' encoding='UTF-8'>}
train_model.py --model dalernn --width 1 --depth 128 --dataset mazes_medium --lr 0.002 --lr_factor 0.25 --lr_schedule 40 --epochs 50 --problem segment --save_json --save_period 50 --train_batch_size 50 --stats_file_name dalernn_m_128
{"model": "dalernn", "num_params": 5070560, "lr_factor": 0.25, "lr": 0.002, "epochs": 50, "train_batch_size": 50, "optimizer": "SGD", "dataset": "mazes_medium"}
{"epoch": 0, "lr_weights": 0.0006593599079287213, "loss": 0.48983311849832534, "acc": 0.0, "train_acc": 0.004, "val_acc": 0.0}
{"epoch": 1, "lr_weights": 0.0009023767278119472, "loss": 0.39465678223967554, "acc": 0.024, "train_acc": 0.136, "val_acc": 0.08}
{"epoch": 2, "lr_weights": 0.001101342071765557, "loss": 0.30035443061590195, "acc": 1.506, "train_acc": 7.81, "val_acc": 7.33}
{"epoch": 3, "lr_weights": 0.002, "loss": 0.11374159582611174, "acc": 32.934, "train_acc": 60.694, "val_acc": 59.71}
{"epoch": 4, "lr_weights": 0.002, "loss": 0.03052462701196782, "acc": 72.43, "train_acc": 84.252, "val_acc": 83.27}
{"epoch": 5, "lr_weights": 0.002, "loss": 0.011018024420714936, "acc": 88.596, "train_acc": 92.954, "val_acc": 92.11}
{"epoch": 6, "lr_weights": 0.002, "loss": 0.0060286394903669134, "acc": 93.978, "train_acc": 92.624, "val_acc": 91.3}
{"epoch": 7, "lr_weights": 0.002, "loss": 0.005686464929080102, "acc": 94.4, "train_acc": 96.234, "val_acc": 95.3}
{"epoch": 8, "lr_weights": 0.002, "loss": 0.005398891826684121, "acc": 94.742, "train_acc": 94.284, "val_acc": 93.19}
{"epoch": 9, "lr_weights": 0.002, "loss": 0.004539004001388094, "acc": 95.86, "train_acc": 83.394, "val_acc": 82.07}
{"epoch": 10, "lr_weights": 0.002, "loss": 0.003645311541680712, "acc": 96.702, "train_acc": 91.502, "val_acc": 90.21}
{"epoch": 11, "lr_weights": 0.002, "loss": 0.0031995319884445053, "acc": 97.134, "train_acc": 97.556, "val_acc": 96.89}
{"epoch": 12, "lr_weights": 0.002, "loss": 0.007061337554157944, "acc": 93.878, "train_acc": 96.19, "val_acc": 95.37}
{"epoch": 13, "lr_weights": 0.002, "loss": 0.003965461908606812, "acc": 96.298, "train_acc": 97.48, "val_acc": 96.5}
{"epoch": 14, "lr_weights": 0.002, "loss": 0.0033191553398792166, "acc": 97.014, "train_acc": 97.894, "val_acc": 97.02}
{"epoch": 15, "lr_weights": 0.002, "loss": 0.002824956107491744, "acc": 97.644, "train_acc": 95.686, "val_acc": 94.77}
{"epoch": 16, "lr_weights": 0.002, "loss": 0.004260557325775153, "acc": 96.344, "train_acc": 97.816, "val_acc": 97.19}
{"epoch": 17, "lr_weights": 0.002, "loss": 0.002541035635775188, "acc": 97.902, "train_acc": 97.874, "val_acc": 97.04}
{"epoch": 18, "lr_weights": 0.002, "loss": 0.0024449030992254846, "acc": 97.928, "train_acc": 97.752, "val_acc": 96.96}
{"epoch": 19, "lr_weights": 0.002, "loss": 0.0023825195291865384, "acc": 97.978, "train_acc": 97.76, "val_acc": 97.05}
{"epoch": 20, "lr_weights": 0.002, "loss": 0.0022686399790109134, "acc": 97.988, "train_acc": 97.866, "val_acc": 97.03}
{"epoch": 21, "lr_weights": 0.002, "loss": 0.0021907116106594914, "acc": 97.992, "train_acc": 98.258, "val_acc": 97.45}
{"epoch": 22, "lr_weights": 0.002, "loss": 0.0021257049584964987, "acc": 97.914, "train_acc": 98.136, "val_acc": 97.14}
{"epoch": 23, "lr_weights": 0.002, "loss": 0.002812399103800999, "acc": 97.114, "train_acc": 97.85, "val_acc": 96.8}
{"epoch": 24, "lr_weights": 0.002, "loss": 0.00225091058214457, "acc": 97.734, "train_acc": 98.15, "val_acc": 97.35}
{"epoch": 25, "lr_weights": 0.002, "loss": 0.001992257325538958, "acc": 97.932, "train_acc": 98.248, "val_acc": 97.39}
