{'checkpoint': 'check_default', 'dataset': 'mazes_small', 'depth': 64, 'epochs': 50, 'lr': 0.002, 'lr_factor': 0.25, 'lr_schedule': [40], 'mode': 'default', 'model': 'dalernn', 'model_path': None, 'no_save_log': False, 'optimizer': 'SGD', 'output': 'output_default', 'problem': 'segment', 'save_json': True, 'save_period': 50, 'test_batch_size': 50, 'test_dataset': None, 'test_iterations': None, 'train_batch_size': 50, 'train_log': 'train_log.txt', 'val_period': 1, 'width': 1, 'stats_file_name': 'dalernn_s_64', 'checkpoint_dir': PosixPath('/home/AD/yutang/DeepThinking-main/output_stats/dalernn_s_64_vpfzsn'), 'global_stats_file': <_io.TextIOWrapper name='/home/AD/yutang/DeepThinking-main/output_stats/dalernn_s_64_vpfzsn/stats.txt' mode='a' encoding='UTF-8'>}
train_model.py --model dalernn --width 1 --depth 64 --dataset mazes_small --lr 0.002 --lr_factor 0.25 --lr_schedule 40 --epochs 50 --problem segment --save_json --save_period 50 --train_batch_size 50 --stats_file_name dalernn_s_64
{"model": "dalernn", "num_params": 1291360, "lr_factor": 0.25, "lr": 0.002, "epochs": 50, "train_batch_size": 50, "optimizer": "SGD", "dataset": "mazes_small"}
{"epoch": 0, "lr_weights": 0.0006593599079287213, "loss": 0.48016902756690977, "acc": 0.0, "train_acc": 0.006, "val_acc": 0.0}
{"epoch": 1, "lr_weights": 0.0009023767278119472, "loss": 0.37420037063956263, "acc": 0.11, "train_acc": 1.742, "val_acc": 1.59}
{"epoch": 2, "lr_weights": 0.001101342071765557, "loss": 0.27959730884432793, "acc": 5.092, "train_acc": 13.1, "val_acc": 12.72}
{"epoch": 3, "lr_weights": 0.002, "loss": 0.10304960544127971, "acc": 40.96, "train_acc": 64.788, "val_acc": 65.12}
{"epoch": 4, "lr_weights": 0.002, "loss": 0.03854289196955506, "acc": 73.648, "train_acc": 76.788, "val_acc": 76.14}
{"epoch": 5, "lr_weights": 0.002, "loss": 0.005241401769861113, "acc": 95.728, "train_acc": 98.118, "val_acc": 97.83}
{"epoch": 6, "lr_weights": 0.002, "loss": 0.003468437542614993, "acc": 97.706, "train_acc": 97.966, "val_acc": 97.67}
{"epoch": 7, "lr_weights": 0.002, "loss": 0.002919554423628142, "acc": 98.208, "train_acc": 98.55, "val_acc": 98.27}
{"epoch": 8, "lr_weights": 0.002, "loss": 0.0023896381365484556, "acc": 98.62, "train_acc": 98.758, "val_acc": 98.41}
{"epoch": 9, "lr_weights": 0.002, "loss": 0.002213127335795434, "acc": 98.644, "train_acc": 99.054, "val_acc": 98.74}
{"epoch": 10, "lr_weights": 0.002, "loss": 0.0022092413042264524, "acc": 98.51, "train_acc": 97.452, "val_acc": 97.27}
{"epoch": 11, "lr_weights": 0.002, "loss": 0.0026734662324452074, "acc": 98.026, "train_acc": 98.726, "val_acc": 98.27}
{"epoch": 12, "lr_weights": 0.002, "loss": 0.0017544509758008644, "acc": 98.872, "train_acc": 98.364, "val_acc": 97.93}
{"epoch": 13, "lr_weights": 0.002, "loss": 0.0015993602628586814, "acc": 98.888, "train_acc": 99.07, "val_acc": 98.78}
{"epoch": 14, "lr_weights": 0.002, "loss": 0.0015603024982337955, "acc": 98.82, "train_acc": 98.98, "val_acc": 98.55}
{"epoch": 15, "lr_weights": 0.002, "loss": 0.002645834139431827, "acc": 98.112, "train_acc": 53.048, "val_acc": 53.45}
{"epoch": 16, "lr_weights": 0.002, "loss": 0.003257686873243074, "acc": 97.478, "train_acc": 98.872, "val_acc": 98.44}
{"epoch": 17, "lr_weights": 0.002, "loss": 0.0014746883065745351, "acc": 98.912, "train_acc": 99.086, "val_acc": 98.61}
{"epoch": 18, "lr_weights": 0.002, "loss": 0.0012879955228054314, "acc": 98.982, "train_acc": 99.094, "val_acc": 98.69}
{"epoch": 19, "lr_weights": 0.002, "loss": 0.0011828328012197743, "acc": 99.006, "train_acc": 99.06, "val_acc": 98.5}
{"epoch": 20, "lr_weights": 0.002, "loss": 0.0011378769521106732, "acc": 98.97, "train_acc": 99.2, "val_acc": 98.56}
{"epoch": 21, "lr_weights": 0.002, "loss": 0.0010817552902153693, "acc": 98.994, "train_acc": 98.944, "val_acc": 98.12}
{"epoch": 22, "lr_weights": 0.002, "loss": 0.0009959481449332089, "acc": 99.012, "train_acc": 99.058, "val_acc": 98.52}
{"epoch": 23, "lr_weights": 0.002, "loss": 0.0009078924146961072, "acc": 99.14, "train_acc": 99.31, "val_acc": 98.77}
{"epoch": 24, "lr_weights": 0.002, "loss": 0.0008131890647055115, "acc": 99.194, "train_acc": 99.124, "val_acc": 98.34}
{"epoch": 25, "lr_weights": 0.002, "loss": 0.00077828739630786, "acc": 99.198, "train_acc": 99.268, "val_acc": 98.67}
{"epoch": 26, "lr_weights": 0.002, "loss": 0.0007139120705542155, "acc": 99.228, "train_acc": 99.32, "val_acc": 98.75}
{"epoch": 27, "lr_weights": 0.002, "loss": 0.001343707995081786, "acc": 98.522, "train_acc": 99.268, "val_acc": 98.82}
{"epoch": 28, "lr_weights": 0.002, "loss": 0.0007493126354966079, "acc": 99.172, "train_acc": 99.406, "val_acc": 98.84}
{"epoch": 29, "lr_weights": 0.002, "loss": 0.0006492742486916541, "acc": 99.312, "train_acc": 99.274, "val_acc": 98.46}
{"epoch": 30, "lr_weights": 0.002, "loss": 0.0006187768131130725, "acc": 99.312, "train_acc": 99.288, "val_acc": 98.61}
{"epoch": 31, "lr_weights": 0.002, "loss": 0.0006263643699348905, "acc": 99.242, "train_acc": 99.19, "val_acc": 98.36}
{"epoch": 32, "lr_weights": 0.002, "loss": 0.0005381483665223641, "acc": 99.348, "train_acc": 98.472, "val_acc": 97.57}
{"epoch": 33, "lr_weights": 0.002, "loss": 0.0005444388086980325, "acc": 99.374, "train_acc": 99.392, "val_acc": 98.49}
{"epoch": 34, "lr_weights": 0.002, "loss": 0.00046208608146116605, "acc": 99.416, "train_acc": 99.442, "val_acc": 98.79}
{"epoch": 35, "lr_weights": 0.002, "loss": 0.0004891861736286956, "acc": 99.416, "train_acc": 99.434, "val_acc": 98.69}
{"epoch": 36, "lr_weights": 0.002, "loss": 0.00041328701351085327, "acc": 99.494, "train_acc": 99.648, "val_acc": 98.9}
{"epoch": 37, "lr_weights": 0.002, "loss": 0.0003606873153039487, "acc": 99.536, "train_acc": 99.622, "val_acc": 98.75}
{"epoch": 38, "lr_weights": 0.002, "loss": 0.0003587429913641245, "acc": 99.528, "train_acc": 99.522, "val_acc": 98.84}
{"epoch": 39, "lr_weights": 0.0005, "loss": 0.001767117273167969, "acc": 98.206, "train_acc": 98.826, "val_acc": 98.25}
{"epoch": 40, "lr_weights": 0.0005, "loss": 0.0006048563437179837, "acc": 99.328, "train_acc": 99.498, "val_acc": 98.78}
{"epoch": 41, "lr_weights": 0.0005, "loss": 0.00042172405773817443, "acc": 99.504, "train_acc": 99.564, "val_acc": 98.81}
{"epoch": 42, "lr_weights": 0.0005, "loss": 0.0003721604872189346, "acc": 99.54, "train_acc": 99.604, "val_acc": 98.95}
{"epoch": 43, "lr_weights": 0.0005, "loss": 0.0003327131386649853, "acc": 99.604, "train_acc": 99.622, "val_acc": 99.01}
{"epoch": 44, "lr_weights": 0.0005, "loss": 0.0003100449599696731, "acc": 99.612, "train_acc": 99.644, "val_acc": 98.95}
{"epoch": 45, "lr_weights": 0.0005, "loss": 0.00029195495247404324, "acc": 99.626, "train_acc": 99.708, "val_acc": 98.97}
{"epoch": 46, "lr_weights": 0.0005, "loss": 0.0002721582245467289, "acc": 99.648, "train_acc": 99.72, "val_acc": 98.97}
{"epoch": 47, "lr_weights": 0.0005, "loss": 0.00025742294544761537, "acc": 99.672, "train_acc": 99.748, "val_acc": 98.97}
{"epoch": 48, "lr_weights": 0.0005, "loss": 0.0002520149867377768, "acc": 99.68, "train_acc": 99.738, "val_acc": 98.98}
{"epoch": 49, "lr_weights": 0.0005, "loss": 0.00024166811014947597, "acc": 99.696, "train_acc": 99.742, "val_acc": 98.99}
